"","plot","block","subblock","water","fertilization","year","annuals","bare","dead.grass","disturbance","grass","litter","natives","other","other.weeds","total","waps","weeds","sub.block","precip.block","h2o","other.treatment","sp.trt","fert","clip","avena","bro.hordeaceous","bro.madritensis","bro.diandrus","hordeum.sp","lolium","oats","trifolium","centaurea","bro.carinatus","elymus","leymus","lotus","lupinus","nassella","poa","vulpia","bunchgrass","aegilops","taeniatherum","ag.big","ag.small","amsinckia","big.leaf.dandelion","bindweed","cap.bur","con.arv","conyza","epilobium.brach","erodium.moschatum","galium","geranium","gumplant","helianthus","italian.thistle","kickxia.elatine","lactuca.serriola","melilotus","milk.thistle","mustard","orchard.grass","phalaris.sp","redmaid","senecio","tarweed","thistle","tragopogon.porrifolius","unk.thistle","veronica","vicia"
"4686",426,5,1,"wet","none",2018,27.5,0,0,0,0,75,45,NA,0,87.5,2.5,NA,1,"C","wet","32","Lotuspurshianus","none","none",25,0,0,2.5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,2.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4687",427,5,1,"wet","none",2008,0,0,NA,0,NA,0,0,NA,NA,100,100,NA,1,"C","wet","16","WAPS","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4688",427,5,1,"wet","none",2009,0,0,NA,0,NA,0,0,NA,NA,100,100,NA,1,"C","wet","16","WAPS","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4689",427,5,1,"wet","none",2010,0,0,NA,0,NA,95,0,NA,0,80,80,0,1,"C","wet","16","WAPS","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4690",427,5,1,"wet","none",2011,0,0,NA,0,NA,0,0,NA,0,77.5,77.5,0,1,"C","wet","16","WAPS","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4691",427,5,1,"wet","none",2012,12.5,0,NA,0,NA,0,0,NA,12.5,72.5,47.5,12.5,1,"C","wet","16","WAPS","none","none",0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4692",427,5,1,"wet","none",2013,15,0,NA,0,NA,75,0,NA,35,77.5,27.5,35,1,"C","wet","16","WAPS","none","none",2.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4693",427,5,1,"wet","none",2014,0,0,NA,0,NA,95,0,NA,0,2.5,2.5,0,1,"C","wet","16","WAPS","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4694",427,5,1,"wet","none",2015,37.5,55,0,0,NA,0,25,107.5,0,195,25,NA,1,"C","wet","16","WAPS","none","none",25,12.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,12.5,0,35,0,0,0,0,0,0,25,0,0,0,0,0,0,35,0,0,0,0,0,0
"4695",427,5,1,"wet","none",2016,47.5,0,0,0,0,0,50,NA,0,116,3.5,NA,1,"C","wet","16","WAPS","none","none",45,0,0,0,0,2.5,0,0,0,35,0,0,12.5,0,0,2.5,0,0,3.5,0,0,0,0,0,12.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4696",427,5,1,"wet","none",2017,67.5,0,0,0,NA,35,0,NA,0,97.5,15,NA,1,"C","wet","16","WAPS","none","none",55,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"4697",427,5,1,"wet","none",2018,65,0,0,0,0,75,0,NA,0,127.5,27.5,NA,1,"C","wet","16","WAPS","none","none",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"4698",428,5,1,"wet","high fert",2008,137.5,0,NA,0,NA,0,0,NA,NA,152.5,15,NA,1,"C","wet","6","WAPS+annuals","high fert","none",45,12.5,0,0,0,55,0,25,0,0,0,0,0,0,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4699",428,5,1,"wet","high fert",2009,45,0,NA,0,NA,75,0,NA,NA,70,25,NA,1,"C","wet","6","WAPS+annuals","high fert","none",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4700",428,5,1,"wet","high fert",2010,15,0,NA,0,NA,95,0,NA,0,95,80,0,1,"C","wet","6","WAPS+annuals","high fert","none",12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4701",428,5,1,"wet","high fert",2011,15,0,NA,0,NA,0,0,NA,0,122.5,107.5,0,1,"C","wet","6","WAPS+annuals","high fert","none",0,12.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4702",428,5,1,"wet","high fert",2012,0,0,NA,0,NA,35,0,NA,0,67.5,67.5,0,1,"C","wet","6","WAPS+annuals","high fert","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4703",428,5,1,"wet","high fert",2013,25,0,NA,0,NA,0,0,NA,0,70,45,0,1,"C","wet","6","WAPS+annuals","high fert","none",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4704",428,5,1,"wet","high fert",2014,0,0,NA,35,NA,0,25,NA,0,25,0,0,1,"C","wet","6","WAPS+annuals","high fert","none",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4705",428,5,1,"wet","high fert",2015,15,35,0,35,NA,0,25,0,0,97.5,57.5,NA,1,"C","wet","6","WAPS+annuals","high fert","none",2.5,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4706",428,5,1,"wet","high fert",2016,0,0,0,12.5,0,0,57.5,NA,0,122.5,65,NA,1,"C","wet","6","WAPS+annuals","high fert","none",0,0,0,0,0,0,0,0,0,45,0,0,0,0,12.5,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4707",428,5,1,"wet","high fert",2017,72.5,0,0,12.5,NA,0,12.5,NA,0,145,57.5,NA,1,"C","wet","6","WAPS+annuals","high fert","none",35,35,0,0,2.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,2.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"4708",428,5,1,"wet","high fert",2018,92.5,0,0,0,0,25,47.5,NA,0,200,47.5,NA,1,"C","wet","6","WAPS+annuals","high fert","none",35,45,0,12.5,0,0,0,0,0,0,12.5,0,0,0,35,0,0,0,12.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"4709",429,5,1,"wet","none",2008,0,0,NA,0,NA,0,65,NA,NA,65,0,NA,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4710",429,5,1,"wet","none",2009,0,0,NA,0,NA,0,95,NA,NA,95,0,NA,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4711",429,5,1,"wet","none",2010,0,0,NA,0,NA,0,95,NA,0,95,0,0,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4712",429,5,1,"wet","none",2011,0,0,NA,0,NA,0,65,NA,25,90,0,25,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4713",429,5,1,"wet","none",2012,0,0,NA,0,NA,0,85,NA,0,85,0,0,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4714",429,5,1,"wet","none",2013,12.5,0,NA,0,NA,0,95,NA,0,132.5,25,0,1,"C","wet","29","Nassellapulchra","none","none",0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4715",429,5,1,"wet","none",2014,0,0,NA,35,NA,0,55,NA,0,55,0,0,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4716",429,5,1,"wet","none",2015,12.5,75,0,35,NA,0,45,0,0,57.5,0,NA,1,"C","wet","29","Nassellapulchra","none","none",0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4717",429,5,1,"wet","none",2016,0,0,0,25,0,0,87.5,NA,0,87.5,0,NA,1,"C","wet","29","Nassellapulchra","none","none",0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4718",429,5,1,"wet","none",2017,72.5,0,0,0,NA,12.5,85,NA,0,195,0,NA,1,"C","wet","29","Nassellapulchra","none","none",2.5,35,0,35,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"4719",429,5,1,"wet","none",2018,15,0,0,0,0,35,85,NA,0,155,0,NA,1,"C","wet","29","Nassellapulchra","none","none",2.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"4720",430,5,1,"wet","none",2008,95,0,NA,0,NA,0,0,NA,NA,95,0,NA,1,"C","wet","20","Bromushordeaceus","none","none",0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4721",430,5,1,"wet","none",2009,45,0,NA,0,NA,65,0,NA,NA,45,0,NA,1,"C","wet","20","Bromushordeaceus","none","none",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4722",430,5,1,"wet","none",2010,65,0,NA,0,NA,95,0,NA,0,90,25,0,1,"C","wet","20","Bromushordeaceus","none","none",0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4723",430,5,1,"wet","none",2011,45,0,NA,0,NA,0,0,NA,55,100,0,55,1,"C","wet","20","Bromushordeaceus","none","none",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4724",430,5,1,"wet","none",2012,0,45,NA,0,NA,0,0,NA,0,25,25,0,1,"C","wet","20","Bromushordeaceus","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4725",430,5,1,"wet","none",2013,2.5,0,NA,0,NA,0,15,NA,0,102.5,85,0,1,"C","wet","20","Bromushordeaceus","none","none",0,0,0,0,0,2.5,0,0,0,0,12.5,0,0,0,2.5,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4726",430,5,1,"wet","none",2014,2.5,95,NA,0,NA,0,0,NA,0,2.5,0,0,1,"C","wet","20","Bromushordeaceus","none","none",0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4727",430,5,1,"wet","none",2015,60,45,0,0,NA,0,50,0,0,177.5,67.5,NA,1,"C","wet","20","Bromushordeaceus","none","none",25,35,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,2.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4728",430,5,1,"wet","none",2016,12.5,0,0,25,0,0,25,NA,0,115,77.5,NA,1,"C","wet","20","Bromushordeaceus","none","none",0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4729",430,5,1,"wet","none",2017,15,0,0,0,NA,35,75,NA,0,142.5,27.5,NA,1,"C","wet","20","Bromushordeaceus","none","none",0,12.5,0,2.5,0,0,0,0,0,0,0,0,0,0,75,0,0,0,2.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"4730",430,5,1,"wet","none",2018,27.5,0,0,0,0,0,87.5,NA,0,127.5,0,NA,1,"C","wet","20","Bromushordeaceus","none","none",2.5,12.5,0,12.5,0,0,0,0,0,2.5,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"4731",431,5,1,"wet","none",2008,0,0,NA,0,NA,0,0,NA,NA,95,95,NA,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4732",431,5,1,"wet","none",2009,0,0,NA,0,NA,35,0,NA,NA,85,85,NA,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4733",431,5,1,"wet","none",2010,0,0,NA,0,NA,95,0,NA,0,75,75,0,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4734",431,5,1,"wet","none",2011,0,0,NA,0,NA,0,0,NA,0,140,140,0,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4735",431,5,1,"wet","none",2012,0,0,NA,0,NA,0,0,NA,0,47.5,47.5,0,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4736",431,5,1,"wet","none",2013,0,0,NA,0,NA,45,0,NA,0,75,75,0,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4737",431,5,1,"wet","none",2014,0,95,NA,0,NA,0,0,NA,0,2.5,2.5,0,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4738",431,5,1,"wet","none",2015,12.5,0,0,0,NA,0,75,120,0,245,37.5,NA,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",12.5,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,2.5,35,0,0,0,0,0,25,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"4739",431,5,1,"wet","none",2016,12.5,0,0,0,0,0,25,NA,0,135,85,NA,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",0,12.5,0,0,0,0,0,0,12.5,0,0,0,25,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4740",431,5,1,"wet","none",2017,15,0,0,0,NA,0,0,NA,0,127.5,77.5,NA,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"4741",431,5,1,"wet","none",2018,25,0,0,0,0,45,2.5,NA,0,77.5,47.5,NA,1,"C","wet","24","Taeniatherumcaput-medusae","none","none",12.5,12.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,45,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4742",432,5,1,"wet","none",2008,95,0,NA,0,NA,0,0,NA,NA,95,0,NA,1,"C","wet","19","Avenafatua","none","none",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4743",432,5,1,"wet","none",2009,75,0,NA,0,NA,65,0,NA,NA,75,0,NA,1,"C","wet","19","Avenafatua","none","none",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4744",432,5,1,"wet","none",2010,37.5,0,NA,0,NA,75,0,NA,0,50,12.5,0,1,"C","wet","19","Avenafatua","none","none",12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4745",432,5,1,"wet","none",2011,75,0,NA,0,NA,0,0,NA,0,75,0,0,1,"C","wet","19","Avenafatua","none","none",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4746",432,5,1,"wet","none",2012,2.5,0,NA,0,NA,0,0,NA,0,17.5,15,0,1,"C","wet","19","Avenafatua","none","none",0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4747",432,5,1,"wet","none",2013,12.5,0,NA,0,NA,95,0,NA,55,92.5,25,0,1,"C","wet","19","Avenafatua","none","none",12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"4748",432,5,1,"wet","none",2014,65,0,NA,0,NA,95,0,NA,0,65,0,0,1,"C","wet","19","Avenafatua","none","none",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4749",432,5,1,"wet","none",2015,95,0,0,0,NA,0,0,25,0,120,0,NA,1,"C","wet","19","Avenafatua","none","none",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"4750",432,5,1,"wet","none",2016,37.5,35,0,0,0,85,0,NA,0,200,15,NA,1,"C","wet","19","Avenafatua","none","none",12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5
"4751",432,5,1,"wet","none",2017,27.5,0,0,0,NA,12.5,0,NA,0,135,80,NA,1,"C","wet","19","Avenafatua","none","none",12.5,12.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"4752",432,5,1,"wet","none",2018,37.5,0,0,0,0,35,0,NA,0,115,65,NA,1,"C","wet","19","Avenafatua","none","none",12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4753",433,5,1,"wet","high fert",2008,95,0,NA,0,NA,0,65,NA,NA,197.5,37.5,NA,1,"C","wet","12","natives+WAPS+annuals","high fert","none",12.5,35,0,0,0,35,0,12.5,0,25,0,0,2.5,35,0,0,2.5,0,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4754",433,5,1,"wet","high fert",2009,15,0,NA,0,NA,75,15,NA,NA,67.5,37.5,NA,1,"C","wet","12","natives+WAPS+annuals","high fert","none",12.5,0,0,0,0,2.5,0,0,0,12.5,2.5,0,0,0,0,0,0,0,2.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4755",433,5,1,"wet","high fert",2010,27.5,0,NA,0,NA,0,25,NA,0,162.5,110,0,1,"C","wet","12","natives+WAPS+annuals","high fert","none",0,25,0,0,0,2.5,0,0,0,12.5,12.5,0,0,0,0,0,0,0,25,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4756",433,5,1,"wet","high fert",2011,12.5,0,NA,0,NA,0,12.5,NA,0,115,90,0,1,"C","wet","12","natives+WAPS+annuals","high fert","none",0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4757",433,5,1,"wet","high fert",2012,0,0,NA,0,NA,35,2.5,NA,0,40,37.5,0,1,"C","wet","12","natives+WAPS+annuals","high fert","none",0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4758",433,5,1,"wet","high fert",2013,12.5,0,NA,0,NA,95,35,NA,0,60,12.5,0,1,"C","wet","12","natives+WAPS+annuals","high fert","none",12.5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4759",433,5,1,"wet","high fert",2014,65,0,NA,0,NA,0,12.5,NA,0,77.5,0,0,1,"C","wet","12","natives+WAPS+annuals","high fert","none",65,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4760",433,5,1,"wet","high fert",2015,95,0,0,0,NA,0,12.5,2.5,0,110,0,NA,1,"C","wet","12","natives+WAPS+annuals","high fert","none",95,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"4761",433,5,1,"wet","high fert",2016,47.5,25,0,0,0,65,2.5,NA,0,155,12.5,NA,1,"C","wet","12","natives+WAPS+annuals","high fert","none",45,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
