Plot #,Block,Sub-block,H2O,Sp comp,Fertilization,Clipping,08 Avena,08 Lolium,08 Bromus h,08 Trifolium,08 Aegilops,08 Taeniatherum,08 Bromus c,08 Elymus,08 Leymus,08 Nassella,08 Poa,08 Vulpia,08 Lotus,08 Lupinus,08 Centaurea,08 Litter,08 bare,08 disturbance,08 annual,08 waps,08 natives,08 total,09Avena,09Lolium,09Bromus h,09Trifolium,09Aegilops,09Taeniatherum,09Bromus c,09Elymus,09Leymus,09Nassella,09Poa,09Vulpia,09Lotus,09Lupinus,09Centaurea,09Litter,09bare,09disturbance,09annual,09waps,09native,09 total,10Avena,10Lolium,10Bromus h,10Trifolium,10Aegilops,10Taeniatherum,10Bromus c,10Elymus,10Leymus,10Nassella,10Poa,10Vulpia,10Lotus,10Lupinus,10Centaurea,10Bromusdiandrus,10Lactucaserriola,10Vicia,10Hordeum sp.,10Epilobiumbrachyantherum,10Helann,10capbur,10conarv,10weeds,10phalaris sp.,10unk. Thistle,10Litter,10bare,10disturbance,10 annuals,10 waps,10 natives,10 other weeds,10 total,11Avena,11Lolium,11Bromus h,11Trifolium,11Aegilops,11Taeniatherum,11Bromus c,11Elymus,11Leymus,11Nassella,11Poa,11Vulpia,11Lotus,11Lupinus,11Centaurea,11Bromusdiandrus,11weeds,11Litter,11bare,11disturbance,11vetch,11annuals,11 waps,11 natives,11 other weeds,11 total,12Avena,12Lolium,12Bromus h,12Trifolium,12Aegilops,12Taeniatherum,12Bromus c,12Elymus,12Leymus,12Nassella,12Poa,12Vulpia,12Lotus,12Lupinus,12Centaurea,12Bromusdiandrus,12weeds,12hordeum,12amsinckia,12orchard grass,12vetch,12Litter,12bare,12disturbance,12 annuals,12 waps,12 natives,12 other weeds,12 total,13Avena,13Lolium,13Bromus h,13Trifolium,13Aegilops,13Taeniatherum,13Bromus c,13Elymus,13Leymus,13Nassella,13Poa,13Vulpia,13Lotus,13Lupinus,13Centaurea,13Bromusdiandrus,13weeds,13Litter,13bare,13disturbance,13vetch,13amsinckia,13annuals,13 waps,13 natives,13 other weeds,13 total,14Avena,14Lolium,14Bromus h,14Trifolium,14Aegilops,14Taeniatherum,14Bromus c,14Elymus,14Leymus,14Nassella,14Poa,14Vulpia,14Lotus,14Lupinus,14Centaurea,14Bromusdiandrus,14weeds,14Litter,14bare,14disturbance,14vetch,14annual,14 waps,14 natives,14 other weeds,14 total,15Avena,15Lolium,15Bromus h,15Trifolium,15Aegilops,15Taeniatherum,15Bromus c,15Elymus,15Leymus,15Nassella,15poa,15Vulpia,15Lotus,15Lupinus,15Centaurea,15Bromusdiandrus,15bindweed,15hordeum,15Litter,15bare,15disturbance,15vetch,15Erodium moschatum,15Senecio,15Conyza,15Geranium,15redmaid,15Melilotus,15Galium,15other weeds,15AG- big,15AG-small,15grass,15Lactuca (broadleaf with spines down back vein),15bunchgrass,15amsinckia,15milk thistle,15helianthus,15capsella,15hordeum marinum (more like mh0,15big leaf dandelion (leaf looks like mustard),15dead grass (not senesced litter),15Veronica,15mustard,15tarweed,15orchard grass,15thistle,15bromus madritensis,15gumplant,15annual,15 an forbs,15 total annual exotic,15 waps,15 yst + waps,15 native grass,15 native forb,15 total native,15 weeds,15 total
644,7,1,control,WAPS + annuals,none,spring clipping,45,35,12.5,12.5,12.5,65,0,0,0,0,0,0,0,0,0,0,0,0,105,77.5,0,182.5,12.5,0,0,0,12.5,35,0,0,0,0,0,0,0,0,0,75,0,0,12.5,47.5,0,60,2.5,0,0,95,2.5,35,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,37.5,2.5,0,137.5,2.5,2.5,0,0,12.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,97.5,0,0,102.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,25,0,0,65,90,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,25,12.5,0,0,25,37.5,12.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,25.00,37.50,0.00,0.00,0.00,0.00,0.00,12.50,50.00
645,7,1,control,annuals + natives,none,none,12.5,85,12.5,0,0,0,12.5,0,2.5,0,0,0,0,0,0,0,0,0,110,0,15,125,12.5,35,12.5,0,0,0,12.5,2.5,0,0,0,0,0,0,0,45,0,0,60,0,15,75,12.5,2.5,12.5,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,27.5,0,25,25,77.5,12.5,2.5,12.5,0,0,12.5,12.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,12.5,67.5,0,107.5,2.5,12.5,0,0,0,45,0,12.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,15,45,12.5,0,75,12.5,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,35,0,12.5,25,25,35,97.5,25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,95,0,0,0,25,0,12.5,0,37.5,55.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,55.00,0.00,0.00,37.50,0.00,37.50,0.00,92.50
646,7,1,control,Leymus triticoides,none,none,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,75,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,75,12.5,87.5,0,12.5,12.5,0,0,25,0,0,35,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,25,25,35,0,97.5,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,75,0,0,0,0,0,12.5,0,12.5,35.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,12.60,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,47.50,35.00,82.50,0.00,0.00,35.00,0.00,35.00,142.60,260.10
647,7,1,control,WAPS + annuals,none,none,12.5,85,25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,135,12.5,0,147.5,45,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,95,0,0,45,25,0,70,12.5,0,12.5,0,35,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,75,0,0,25,47.5,0,12.5,85,0,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,120,2.5,0,0,0,25,65,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,2.5,90,0,0,105,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,12.5,0,12.5,2.5,0,0,0,0,0,0,2.5,25,0,0,0,0,0,0,0,0,0,75,0,0,2.5,0,27.5,0,30,12.50,0.00,2.50,0.00,0.00,0.00,0.00,2.50,55.00,0.00,0.00,0.00,12.50,0.00,0.00,2.50,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,17.50,0.00,17.50,0.00,0.00,57.50,0.00,57.50,12.50,87.50
648,7,1,control,annuals,none,spring clipping,35,12.5,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,62.5,12.5,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,95,0,0,50,0,0,50,12.5,2.5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,110,0,12.5,12.5,0,0,55,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,25,55,0,35,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,2.5,0,2.5,2.50,0.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,35.00,45.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,2.50,37.50,40.00,2.50,2.50,2.50,0.00,2.50,207.50,252.50
649,7,1,control,Poa secunda,none,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,75,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,2.5,0,82.5,25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,25,12.5,0,0,37.5,65,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,12.5,95,0,0,25,65,0,5,37.5,107.5,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,85.00,55.00,140.00,0.00,0.00,2.50,0.00,2.50,27.50,170.00
650,7,1,control,WAPS + annuals,high fert,fall clipping,25,55,12.5,12.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,105,2.5,0,107.5,75,0,2.5,0,2.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,77.5,15,0,92.5,12.5,12.5,2.5,0,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,70,0,0,97.5,2.5,0,2.5,0,12.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,107.5,0,0,112.5,2.5,0,2.5,0,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,120,0,0,125,2.5,0,0,0,55,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,80,0,0,82.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,25,0,0,0,25,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,2.50,0.00,0.00,0.00,12.50,27.50
651,7,1,control,natives +WAPS + annuals,high fert,none,2.5,85,12.5,0,2.5,12.5,12.5,0,0,0,0,0,0,2.5,0,0,0,0,100,15,15,130,35,2.5,2.5,0,0,45,12.5,2.5,0,0,0,0,0,0,0,0,0,0,40,45,15,100,2.5,2.5,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,12.5,25,35,77.5,12.5,0,0,0,2.5,75,2.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,77.5,47.5,0,137.5,2.5,2.5,2.5,0,2.5,75,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,77.5,35,0,120,12.5,0,0,0,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,35,25,0,72.5,65,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,95,0,0,0,65,0,12.5,0,77.5,85.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,85.00,0.00,0.00,2.50,0.00,2.50,0.00,87.50
652,7,1,control,WAPS + natives,none,none,0,0,0,0,45,55,35,0,0,0,0,25,0,45,0,0,0,0,0,100,105,205,0,0,0,0,55,25,0,25,2.5,0,0,0,0,0,0,0,0,0,0,80,27.5,107.5,0,0,0,0,25,12.5,0,25,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,35,0,0,37.5,25,35,97.5,0,12.5,0,0,12.5,55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,67.5,45,0,125,0,2.5,0,0,0,25,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,75,0,0,2.5,25,5,0,35,35,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,45,0,0,35,0,35,0,12.5,35,82.5,65,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,65,2.5,0,0,67.5,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,45.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,2.50,47.50
653,7,1,control,annuals,none,fall clipping,2.5,95,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,35,35,25,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,95,0,0,95,25,25,2.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,55,0,0,77.5,0,0,25,102.5,45,2.5,12.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25,0,0,85,2.5,2.5,2.5,0,12.5,45,0,2.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,7.5,57.5,2.5,0,80,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,35,70,55,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,95,0,0,0,55,0,12.5,0,67.5,45.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,47.50,2.50,50.00,0.00,0.00,12.50,0.00,12.50,62.50,125.00
654,7,1,control,natives +WAPS + annuals,none,spring clipping,35,12.5,12.5,12.5,12.5,45,0,0,0,0,0,0,0,2.5,0,0,0,0,72.5,57.5,2.5,132.5,2.5,2.5,2.5,0,2.5,55,2.5,0,0,0,0,0,0,0,0,0,0,0,7.5,57.5,2.5,67.5,0,0,0,35,12.5,85,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,97.5,45,0,177.5,0,0,0,0,12.5,95,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5,12.5,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,2.5,0,12.5,17.5,2.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,85,0,0,2.5,0,12.5,0,15,12.50,0.00,0.00,25.00,2.50,12.50,0.00,12.50,0.00,2.50,0.00,0.00,12.50,2.50,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,25.00,37.50,15.00,15.00,27.50,2.50,30.00,12.50,95.00
655,7,1,control,WAPS,none,spring clipping,0,0,0,0,12.5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5,0,107.5,0,0,0,0,12.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,47.5,0,0,0,0,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,45,0,0,0,90,0,12.5,102.5,0,0,0,0,2.5,65,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,67.5,0,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5,0,35,40,0,0,2.5,0,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2.5,15,0,65,82.5,2.50,0.00,12.50,2.50,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,2.50,17.50,45.00,45.00,0.00,0.00,0.00,0.00,62.50
656,7,1,control,Elymus glaucus,none,none,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,25,0,0,0,0,95,95,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,85,0,85,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,45,0,12.5,0,0,0,75,0,75,0,2.5,25,0,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,45,45,0,117.5,2.5,0,2.5,0,0,65,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,45,0,115,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,25,0,25,12.50,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,2.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,12.50,15.00,27.50,0.00,0.00,25.00,0.00,25.00,195.00,247.50
657,7,1,control,Centaurea solstitialis + WAPS + annuals,none,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12.5,0,12.5,55,0,0,0,0,0,0,0,0,0,0,0,0,57.5,67.5,0,125,0,2.5,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,2.5,70,0,0,72.5,0,2.5,25,0,12.5,65,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,77.5,2.5,0,107.5,0,0,0,0,12.5,55,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,12.5,0,80,2.5,0,0,0,2.5,25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,27.5,2.5,0,32.5,12.5,0,0,0,0,0,0,35,0,0,0,0,0,0,2.5,0,25,0,0,0,45,12.5,0,35,70,120,12.50,0.00,0.00,0.00,2.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,95.00,45.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,12.50,75.00,87.50,2.50,5.00,25.00,0.00,25.00,50.00,167.50
658,7,1,control,Lotus purshianus,none,none,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,85,0,25,2.5,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,35,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,0,0,115,12.5,0,0,0,25,55,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,80,12.5,25,130,2.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,95,0,0,95,2.5,0,25,95,122.5,75.00,0.00,2.50,0.00,2.50,2.50,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,75.00,12.50,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,90.00,0.00,90.00,5.00,5.00,25.00,0.00,25.00,15.00,135.00
659,7,1,control,Aegilops triuncialis,none,none,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,95,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,95,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,75,0,0,0,75,0,25,100,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,75,0,0,75,2.5,12.5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,15,65,0,0,80,12.5,0,2.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,15,25,0,45,85,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,2.5,0,0,2.5,35.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,35.00,35.00,70.00,2.50,2.50,0.00,0.00,0.00,90.00,162.50
660,7,1,control,Bromus carinatus,none,none,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,55,0,0,0,0,45,45,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,65,35,100,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,25,55,80,25,2.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,27.5,0,25,25,77.5,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,2.5,0,0,0,0,0,45,0,45,2.5,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,85.00,12.50,97.50,0.00,0.00,0.00,2.50,2.50,72.50,172.50
661,7,1,control,natives +WAPS + annuals,none,none,12.5,75,35,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,125,5,0,130,2.5,12.5,2.5,0,2.5,12.5,25,0,0,0,0,0,0,0,0,0,0,0,17.5,15,25,57.5,0,0,2.5,0,12.5,12.5,12.5,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,25,27.5,0,55,0,2.5,12.5,0,2.5,55,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,15,57.5,35,0,107.5,25,2.5,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,40,12.5,12.5,0,65,25,0,2.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,65,0,0,0,27.5,0,12.5,0,40,65,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,12.5,0,77.5,75.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,2.50,0.00,12.50,0.00,0.00,95.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,87.50,0.00,87.50,0.00,0.00,12.50,2.50,15.00,12.50,115.00
